width,height,aspect_ratio,sharpness,brightness,contrast,noise,intensity_std,unique_intensity_values,filename,label
280,300,0.9333,2387.48,41.98,47.44,13.39,47.44,255,014_barrel_image_0009_compressed.jpg,DEGRADED
280,300,0.9333,26.37,41.58,43.36,2.16,43.36,238,014_barrel_image_0009_moderate_blur.jpg,DEGRADED
280,300,0.9333,3445.95,43.14,46.46,14.47,46.46,255,014_barrel_image_0009_moderate_noise.jpg,DEGRADED
280,300,0.9333,4517.6,61.84,68.45,17.79,68.45,256,014_barrel_image_0009_overexposed.jpg,DEGRADED
280,300,0.9333,644.1,20.91,24.15,6.72,24.15,133,014_barrel_image_0009_underexposed.jpg,DEGRADED
292,300,0.9733,2008.47,109.78,53.05,13.03,53.05,255,015_sunflower_image_0033_compressed.jpg,DEGRADED
292,300,0.9733,103.34,109.8,49.64,4.06,49.64,224,015_sunflower_image_0033_moderate_blur.jpg,DEGRADED
292,300,0.9733,5459.23,109.3,54.57,17.8,54.57,254,015_sunflower_image_0033_moderate_noise.jpg,DEGRADED
292,300,0.9733,4148.35,144.85,66.02,17.33,66.02,256,015_sunflower_image_0033_overexposed.jpg,DEGRADED
292,300,0.9733,1406.6,74.89,36.86,10.24,36.86,178,015_sunflower_image_0033_underexposed.jpg,DEGRADED
300,225,1.3333,193.87,58.77,30.8,4.57,30.8,231,016_pizza_image_0009_compressed.jpg,DEGRADED
300,225,1.3333,12.78,58.82,29.17,1.47,29.17,179,016_pizza_image_0009_moderate_blur.jpg,DEGRADED
300,225,1.3333,3658.34,59.12,32.73,12.67,32.73,238,016_pizza_image_0009_moderate_noise.jpg,DEGRADED
300,225,1.3333,654.82,86.13,45.33,7.81,45.33,254,016_pizza_image_0009_overexposed.jpg,DEGRADED
300,225,1.3333,125.5,35.52,19.03,3.44,19.03,148,016_pizza_image_0009_underexposed.jpg,DEGRADED
300,188,1.5957,272.66,210.99,55.34,5.39,55.34,200,017_scorpion_image_0044_compressed.jpg,DEGRADED
300,188,1.5957,11.07,210.93,53.33,1.41,53.33,181,017_scorpion_image_0044_moderate_blur.jpg,DEGRADED
300,188,1.5957,1531.62,209.41,55.3,8.89,55.3,213,017_scorpion_image_0044_moderate_noise.jpg,DEGRADED
300,188,1.5957,408.32,235.94,43.78,5.98,43.78,169,017_scorpion_image_0044_overexposed.jpg,DEGRADED
300,188,1.5957,67.8,98.16,25.88,2.63,25.88,94,017_scorpion_image_0044_underexposed.jpg,DEGRADED
300,232,1.2931,741.43,209.74,63.99,8.35,63.99,256,018_tick_image_0005_compressed.jpg,DEGRADED
300,232,1.2931,29.44,209.68,61.38,2.36,61.38,248,018_tick_image_0005_moderate_blur.jpg,DEGRADED
300,232,1.2931,2591.89,208.4,64.17,12.14,64.17,256,018_tick_image_0005_moderate_noise.jpg,DEGRADED
300,232,1.2931,2563.54,233.14,56.68,13.26,56.68,256,018_tick_image_0005_overexposed.jpg,DEGRADED
300,232,1.2931,311.68,100.75,31.02,4.83,31.02,126,018_tick_image_0005_underexposed.jpg,DEGRADED
300,253,1.1858,78.54,206.9,82.75,2.95,82.75,256,019_butterfly_image_0009_compressed.jpg,DEGRADED
300,253,1.1858,6.38,207.47,82.05,1.1,82.05,256,019_butterfly_image_0009_moderate_blur.jpg,DEGRADED
300,253,1.1858,1113.52,203.85,80.48,7.03,80.48,256,019_butterfly_image_0009_moderate_noise.jpg,DEGRADED
300,253,1.1858,171.81,219.03,79.12,4.12,79.12,256,019_butterfly_image_0009_overexposed.jpg,DEGRADED
300,253,1.1858,29.76,115.03,46.3,1.77,46.3,147,019_butterfly_image_0009_underexposed.jpg,DEGRADED
219,300,0.73,5141.12,105.45,45.13,17.09,45.13,256,020_flamingo_image_0044_compressed.jpg,DEGRADED
219,300,0.73,83.0,105.47,39.88,3.53,39.88,219,020_flamingo_image_0044_moderate_blur.jpg,DEGRADED
219,300,0.73,15402.88,105.0,48.62,24.58,48.62,256,020_flamingo_image_0044_moderate_noise.jpg,DEGRADED
219,300,0.73,25876.72,148.83,56.59,31.37,56.59,256,020_flamingo_image_0044_overexposed.jpg,DEGRADED
219,300,0.73,3755.86,51.95,24.05,11.98,24.05,131,020_flamingo_image_0044_underexposed.jpg,DEGRADED
260,300,0.8667,1425.07,208.9,70.1,10.81,70.1,256,021_saxophone_image_0011_compressed.jpg,DEGRADED
260,300,0.8667,19.78,209.49,66.45,2.0,66.45,228,021_saxophone_image_0011_moderate_blur.jpg,DEGRADED
260,300,0.8667,2379.86,206.91,69.41,12.2,69.41,256,021_saxophone_image_0011_moderate_noise.jpg,DEGRADED
260,300,0.8667,2665.5,226.64,58.55,13.6,58.55,253,021_saxophone_image_0011_overexposed.jpg,DEGRADED
260,300,0.8667,602.83,128.09,43.26,6.72,43.26,163,021_saxophone_image_0011_underexposed.jpg,DEGRADED
300,225,1.3333,1574.22,128.58,71.07,10.81,71.07,251,022_electric_guitar_image_0052_compressed.jpg,DEGRADED
300,225,1.3333,25.05,128.49,68.68,2.17,68.68,212,022_electric_guitar_image_0052_moderate_blur.jpg,DEGRADED
300,225,1.3333,5480.8,128.65,71.65,16.28,71.65,254,022_electric_guitar_image_0052_moderate_noise.jpg,DEGRADED
300,225,1.3333,3650.85,160.51,86.03,15.08,86.03,256,022_electric_guitar_image_0052_overexposed.jpg,DEGRADED
300,225,1.3333,573.0,62.73,35.18,5.94,35.18,125,022_electric_guitar_image_0052_underexposed.jpg,DEGRADED
192,128,1.5,1927.39,99.72,49.07,13.11,49.07,252,023_Leopards_image_0041_compressed.jpg,DEGRADED
192,128,1.5,37.66,100.13,44.21,2.64,44.21,239,023_Leopards_image_0041_moderate_blur.jpg,DEGRADED
192,128,1.5,4663.23,99.3,50.14,16.87,50.14,250,023_Leopards_image_0041_moderate_noise.jpg,DEGRADED
192,128,1.5,7921.52,159.36,71.13,23.1,71.13,256,023_Leopards_image_0041_overexposed.jpg,DEGRADED
192,128,1.5,1044.96,51.76,26.26,8.35,26.26,134,023_Leopards_image_0041_underexposed.jpg,DEGRADED
233,300,0.7767,890.05,122.63,94.4,9.57,94.4,256,024_camera_image_0011_compressed.jpg,DEGRADED
233,300,0.7767,23.28,122.9,91.96,2.12,91.96,249,024_camera_image_0011_moderate_blur.jpg,DEGRADED
233,300,0.7767,1956.9,121.42,93.35,11.48,93.35,256,024_camera_image_0011_moderate_noise.jpg,DEGRADED
233,300,0.7767,1395.59,138.13,93.7,11.64,93.7,256,024_camera_image_0011_overexposed.jpg,DEGRADED
233,300,0.7767,437.98,84.3,65.44,6.66,65.44,182,024_camera_image_0011_underexposed.jpg,DEGRADED
261,197,1.3249,2178.58,129.29,114.02,14.38,114.02,256,025_Motorbikes_image_0720_compressed.jpg,DEGRADED
261,197,1.3249,32.06,129.58,110.5,2.58,110.5,250,025_Motorbikes_image_0720_moderate_blur.jpg,DEGRADED
261,197,1.3249,3287.55,127.87,111.52,15.72,111.52,256,025_Motorbikes_image_0720_moderate_noise.jpg,DEGRADED
261,197,1.3249,3809.96,139.35,113.11,17.57,113.11,256,025_Motorbikes_image_0720_overexposed.jpg,DEGRADED
261,197,1.3249,932.58,77.03,68.57,9.02,68.57,157,025_Motorbikes_image_0720_underexposed.jpg,DEGRADED
300,227,1.3216,1741.1,94.21,50.49,12.92,50.49,246,026_crocodile_head_image_0049_compressed.jpg,DEGRADED
300,227,1.3216,53.9,94.18,44.61,3.11,44.61,223,026_crocodile_head_image_0049_moderate_blur.jpg,DEGRADED
300,227,1.3216,3994.44,93.95,51.3,16.33,51.3,249,026_crocodile_head_image_0049_moderate_noise.jpg,DEGRADED
300,227,1.3216,5361.37,142.21,70.8,20.87,70.8,256,026_crocodile_head_image_0049_overexposed.jpg,DEGRADED
300,227,1.3216,834.93,51.22,28.04,8.21,28.04,137,026_crocodile_head_image_0049_underexposed.jpg,DEGRADED
300,300,1.0,7858.28,175.31,49.66,23.12,49.66,256,027_cougar_face_image_0043_compressed.jpg,DEGRADED
300,300,1.0,35.39,175.25,36.38,2.58,36.38,235,027_cougar_face_image_0043_moderate_blur.jpg,DEGRADED
300,300,1.0,12452.89,174.54,51.26,26.38,51.26,256,027_cougar_face_image_0043_moderate_noise.jpg,DEGRADED
300,300,1.0,11627.12,221.3,56.11,27.18,56.11,256,027_cougar_face_image_0043_overexposed.jpg,DEGRADED
300,300,1.0,1921.81,81.58,23.56,11.12,23.56,124,027_cougar_face_image_0043_underexposed.jpg,DEGRADED
295,300,0.9833,9595.34,223.88,67.82,28.47,67.82,256,028_snoopy_image_0005_compressed.jpg,DEGRADED
295,300,0.9833,175.0,224.73,49.61,5.71,49.61,240,028_snoopy_image_0005_moderate_blur.jpg,DEGRADED
295,300,0.9833,10481.15,218.93,66.08,28.87,66.08,256,028_snoopy_image_0005_moderate_noise.jpg,DEGRADED
295,300,0.9833,13626.25,232.89,62.08,31.43,62.08,256,028_snoopy_image_0005_overexposed.jpg,DEGRADED
295,300,0.9833,3762.61,140.09,42.75,17.98,42.75,168,028_snoopy_image_0005_underexposed.jpg,DEGRADED
300,208,1.4423,2227.39,187.32,62.0,13.7,62.0,255,029_stapler_image_0023_compressed.jpg,DEGRADED
300,208,1.4423,92.17,187.17,58.58,4.03,58.58,234,029_stapler_image_0023_moderate_blur.jpg,DEGRADED
300,208,1.4423,3555.45,186.38,62.15,15.25,62.15,256,029_stapler_image_0023_moderate_noise.jpg,DEGRADED
300,208,1.4423,2530.21,227.49,57.54,14.28,57.54,255,029_stapler_image_0023_overexposed.jpg,DEGRADED
300,208,1.4423,931.77,125.4,41.61,8.93,41.61,177,029_stapler_image_0023_underexposed.jpg,DEGRADED
143,300,0.4767,5457.23,154.65,68.81,20.49,68.81,255,030_garfield_image_0003_compressed.jpg,DEGRADED
143,300,0.4767,90.37,154.25,60.53,4.12,60.53,241,030_garfield_image_0003_moderate_blur.jpg,DEGRADED
143,300,0.4767,10128.34,153.71,69.66,24.31,69.66,256,030_garfield_image_0003_moderate_noise.jpg,DEGRADED
143,300,0.4767,11873.07,179.62,73.03,27.94,73.03,256,030_garfield_image_0003_overexposed.jpg,DEGRADED
143,300,0.4767,3195.23,101.64,46.13,14.65,46.13,171,030_garfield_image_0003_underexposed.jpg,DEGRADED
256,300,0.8533,2305.08,133.2,85.37,13.43,85.37,256,031_strawberry_image_0012_compressed.jpg,DEGRADED
256,300,0.8533,68.85,133.06,81.87,3.68,81.87,255,031_strawberry_image_0012_moderate_blur.jpg,DEGRADED
256,300,0.8533,4390.64,131.86,83.75,16.25,83.75,256,031_strawberry_image_0012_moderate_noise.jpg,DEGRADED
256,300,0.8533,3642.66,140.46,85.34,15.7,85.34,256,031_strawberry_image_0012_overexposed.jpg,DEGRADED
256,300,0.8533,1061.64,73.86,48.51,8.49,48.51,149,031_strawberry_image_0012_underexposed.jpg,DEGRADED
300,300,1.0,1142.04,158.78,86.4,8.19,86.4,256,032_umbrella_image_0045_compressed.jpg,DEGRADED
300,300,1.0,13.84,158.8,85.11,1.61,85.11,226,032_umbrella_image_0045_moderate_blur.jpg,DEGRADED
300,300,1.0,1876.53,158.39,86.49,9.57,86.49,256,032_umbrella_image_0045_moderate_noise.jpg,DEGRADED
300,300,1.0,1062.77,190.72,86.87,8.41,86.87,256,032_umbrella_image_0045_overexposed.jpg,DEGRADED
300,300,1.0,199.0,83.42,45.54,3.61,45.54,139,032_umbrella_image_0045_underexposed.jpg,DEGRADED
247,300,0.8233,2113.03,151.55,20.73,12.09,20.73,240,033_starfish_image_0008_compressed.jpg,DEGRADED
247,300,0.8233,7.3,151.58,12.67,1.05,12.67,142,033_starfish_image_0008_moderate_blur.jpg,DEGRADED
247,300,0.8233,5851.46,151.04,24.33,16.93,24.33,236,033_starfish_image_0008_moderate_noise.jpg,DEGRADED
247,300,0.8233,3287.8,229.12,26.23,14.0,26.23,223,033_starfish_image_0008_overexposed.jpg,DEGRADED
247,300,0.8233,850.17,83.12,11.66,7.2,11.66,135,033_starfish_image_0008_underexposed.jpg,DEGRADED
196,300,0.6533,2640.15,129.92,101.54,12.74,101.54,256,034_pagoda_image_0008_compressed.jpg,DEGRADED
196,300,0.6533,29.98,129.7,98.49,2.4,98.49,256,034_pagoda_image_0008_moderate_blur.jpg,DEGRADED
196,300,0.6533,7716.92,130.32,99.35,18.41,99.35,256,034_pagoda_image_0008_moderate_noise.jpg,DEGRADED
196,300,0.6533,7016.55,150.16,111.15,18.06,111.15,256,034_pagoda_image_0008_overexposed.jpg,DEGRADED
196,300,0.6533,2190.08,83.34,66.06,10.18,66.06,172,034_pagoda_image_0008_underexposed.jpg,DEGRADED
238,300,0.7933,2458.25,117.28,44.01,13.73,44.01,251,035_emu_image_0019_compressed.jpg,DEGRADED
238,300,0.7933,96.79,117.27,39.86,3.82,39.86,220,035_emu_image_0019_moderate_blur.jpg,DEGRADED
238,300,0.7933,6741.04,116.72,46.25,19.1,46.25,255,035_emu_image_0019_moderate_noise.jpg,DEGRADED
238,300,0.7933,6262.62,179.04,54.24,20.61,54.24,253,035_emu_image_0019_overexposed.jpg,DEGRADED
238,300,0.7933,945.5,58.81,22.63,7.92,22.63,130,035_emu_image_0019_underexposed.jpg,DEGRADED
300,205,1.4634,4078.13,80.86,59.31,15.98,59.31,255,036_mayfly_image_0010_compressed.jpg,DEGRADED
300,205,1.4634,33.63,80.87,54.71,2.43,54.71,200,036_mayfly_image_0010_moderate_blur.jpg,DEGRADED
300,205,1.4634,6665.23,80.87,59.69,18.52,59.69,256,036_mayfly_image_0010_moderate_noise.jpg,DEGRADED
300,205,1.4634,7675.33,125.02,80.56,20.54,80.56,255,036_mayfly_image_0010_overexposed.jpg,DEGRADED
300,205,1.4634,2150.65,53.26,39.67,11.05,39.67,172,036_mayfly_image_0010_underexposed.jpg,DEGRADED
300,210,1.4286,10650.74,72.17,66.11,24.64,66.11,256,037_hawksbill_image_0011_compressed.jpg,DEGRADED
300,210,1.4286,184.82,71.99,59.38,5.26,59.38,246,037_hawksbill_image_0011_moderate_blur.jpg,DEGRADED
300,210,1.4286,14001.5,72.16,66.84,26.65,66.84,256,037_hawksbill_image_0011_moderate_noise.jpg,DEGRADED
300,210,1.4286,17388.16,92.16,79.06,29.81,79.06,256,037_hawksbill_image_0011_overexposed.jpg,DEGRADED
300,210,1.4286,6230.59,49.5,46.45,18.02,46.45,181,037_hawksbill_image_0011_underexposed.jpg,DEGRADED
300,269,1.1152,1207.36,149.35,92.65,9.72,92.65,256,038_anchor_image_0007_compressed.jpg,DEGRADED
300,269,1.1152,22.22,149.45,89.98,2.05,89.98,256,038_anchor_image_0007_moderate_blur.jpg,DEGRADED
300,269,1.1152,2546.53,148.32,91.6,11.8,91.6,256,038_anchor_image_0007_moderate_noise.jpg,DEGRADED
300,269,1.1152,2009.74,171.35,96.18,11.48,96.18,256,038_anchor_image_0007_overexposed.jpg,DEGRADED
300,269,1.1152,720.83,100.41,62.71,6.87,62.71,179,038_anchor_image_0007_underexposed.jpg,DEGRADED
300,239,1.2552,8229.64,216.76,63.9,25.23,63.9,256,039_nautilus_image_0006_compressed.jpg,DEGRADED
300,239,1.2552,374.36,217.39,53.16,7.79,53.16,245,039_nautilus_image_0006_moderate_blur.jpg,DEGRADED
300,239,1.2552,12614.56,212.13,63.1,28.23,63.1,256,039_nautilus_image_0006_moderate_noise.jpg,DEGRADED
300,239,1.2552,14173.76,234.01,54.55,28.76,54.55,256,039_nautilus_image_0006_overexposed.jpg,DEGRADED
300,239,1.2552,5170.41,147.4,44.43,18.75,44.43,182,039_nautilus_image_0006_underexposed.jpg,DEGRADED
300,274,1.0949,1010.71,203.44,88.75,9.48,88.75,256,040_pigeon_image_0034_compressed.jpg,DEGRADED
300,274,1.0949,19.26,203.37,86.4,1.94,86.4,256,040_pigeon_image_0034_moderate_blur.jpg,DEGRADED
300,274,1.0949,2255.51,199.68,86.55,11.91,86.55,256,040_pigeon_image_0034_moderate_noise.jpg,DEGRADED
300,274,1.0949,2571.47,212.22,84.79,13.73,84.79,256,040_pigeon_image_0034_overexposed.jpg,DEGRADED
300,274,1.0949,332.66,97.29,42.76,5.09,42.76,128,040_pigeon_image_0034_underexposed.jpg,DEGRADED
208,300,0.6933,983.43,171.53,62.68,9.35,62.68,253,041_gramophone_image_0051_compressed.jpg,DEGRADED
208,300,0.6933,58.81,171.57,61.04,3.14,61.04,237,041_gramophone_image_0051_moderate_blur.jpg,DEGRADED
208,300,0.6933,3159.64,171.01,63.43,13.34,63.43,256,041_gramophone_image_0051_moderate_noise.jpg,DEGRADED
208,300,0.6933,2300.92,218.53,65.22,13.19,65.22,255,041_gramophone_image_0051_overexposed.jpg,DEGRADED
208,300,0.6933,410.51,85.78,31.66,5.47,31.66,129,041_gramophone_image_0051_underexposed.jpg,DEGRADED
300,225,1.3333,313.6,117.7,48.5,5.69,48.5,237,042_chandelier_image_0087_compressed.jpg,DEGRADED
300,225,1.3333,9.41,117.66,46.41,1.26,46.41,211,042_chandelier_image_0087_moderate_blur.jpg,DEGRADED
300,225,1.3333,1855.65,117.14,49.29,9.86,49.29,246,042_chandelier_image_0087_moderate_noise.jpg,DEGRADED
300,225,1.3333,807.81,167.18,56.86,8.25,56.86,232,042_chandelier_image_0087_overexposed.jpg,DEGRADED
300,225,1.3333,109.65,54.96,22.94,3.15,22.94,115,042_chandelier_image_0087_underexposed.jpg,DEGRADED
300,198,1.5152,1179.42,156.32,70.92,10.12,70.92,255,043_cougar_body_image_0042_compressed.jpg,DEGRADED
300,198,1.5152,78.48,156.31,69.11,3.62,69.11,249,043_cougar_body_image_0042_moderate_blur.jpg,DEGRADED
300,198,1.5152,3709.6,155.74,71.31,14.21,71.31,256,043_cougar_body_image_0042_moderate_noise.jpg,DEGRADED
300,198,1.5152,4968.89,206.5,77.56,17.31,77.56,256,043_cougar_body_image_0042_overexposed.jpg,DEGRADED
300,198,1.5152,475.67,71.69,32.93,5.57,32.93,121,043_cougar_body_image_0042_underexposed.jpg,DEGRADED
191,300,0.6367,2737.14,56.12,89.06,16.64,89.06,256,044_menorah_image_0013_compressed.jpg,DEGRADED
191,300,0.6367,250.73,55.76,83.21,7.0,83.21,256,044_menorah_image_0013_moderate_blur.jpg,DEGRADED
191,300,0.6367,3417.84,57.95,87.12,17.36,87.12,256,044_menorah_image_0013_moderate_noise.jpg,DEGRADED
191,300,0.6367,4323.54,68.46,103.3,20.23,103.3,256,044_menorah_image_0013_overexposed.jpg,DEGRADED
191,300,0.6367,1095.6,34.43,55.54,10.47,55.54,164,044_menorah_image_0013_underexposed.jpg,DEGRADED
185,300,0.6167,2689.0,156.09,41.41,12.32,41.41,244,045_octopus_image_0011_compressed.jpg,DEGRADED
185,300,0.6167,12.75,155.95,36.59,1.51,36.59,173,045_octopus_image_0011_moderate_blur.jpg,DEGRADED
185,300,0.6167,2663.49,155.42,41.23,11.79,41.23,225,045_octopus_image_0011_moderate_noise.jpg,DEGRADED
185,300,0.6167,1864.71,220.05,52.71,11.39,52.71,233,045_octopus_image_0011_overexposed.jpg,DEGRADED
185,300,0.6167,461.44,102.75,26.64,5.75,26.64,138,045_octopus_image_0011_underexposed.jpg,DEGRADED
300,193,1.5544,837.16,219.01,58.33,8.46,58.33,256,046_beaver_image_0038_compressed.jpg,DEGRADED
300,193,1.5544,13.52,219.08,55.53,1.61,55.53,237,046_beaver_image_0038_moderate_blur.jpg,DEGRADED
300,193,1.5544,3434.05,213.58,56.35,13.15,56.35,256,046_beaver_image_0038_moderate_noise.jpg,DEGRADED
300,193,1.5544,2622.89,241.8,37.79,12.36,37.79,255,046_beaver_image_0038_overexposed.jpg,DEGRADED
300,193,1.5544,561.11,121.18,32.54,5.86,32.54,148,046_beaver_image_0038_underexposed.jpg,DEGRADED
300,197,1.5228,928.69,119.36,51.72,9.44,51.72,256,047_car_side_image_0047_compressed.jpg,DEGRADED
300,197,1.5228,30.86,119.39,48.05,2.43,48.05,252,047_car_side_image_0047_moderate_blur.jpg,DEGRADED
300,197,1.5228,3981.38,118.85,52.77,14.53,52.77,256,047_car_side_image_0047_moderate_noise.jpg,DEGRADED
300,197,1.5228,2018.72,174.01,62.36,13.07,62.36,255,047_car_side_image_0047_overexposed.jpg,DEGRADED
300,197,1.5228,392.65,68.78,30.13,5.88,30.13,153,047_car_side_image_0047_underexposed.jpg,DEGRADED
300,176,1.7045,1397.53,46.98,66.99,11.02,66.99,255,048_watch_image_0184_compressed.jpg,DEGRADED
300,176,1.7045,86.38,46.74,64.86,3.9,64.86,251,048_watch_image_0184_moderate_blur.jpg,DEGRADED
300,176,1.7045,3288.71,48.14,66.71,14.23,66.71,255,048_watch_image_0184_moderate_noise.jpg,DEGRADED
300,176,1.7045,3962.22,66.46,91.17,16.31,91.17,256,048_watch_image_0184_overexposed.jpg,DEGRADED
300,176,1.7045,653.4,23.41,34.27,6.69,34.27,133,048_watch_image_0184_underexposed.jpg,DEGRADED
300,188,1.5957,3780.27,146.28,55.56,16.27,55.56,251,049_stegosaurus_image_0002_compressed.jpg,DEGRADED
300,188,1.5957,34.15,146.14,50.38,2.47,50.38,213,049_stegosaurus_image_0002_moderate_blur.jpg,DEGRADED
300,188,1.5957,6816.87,145.66,56.45,19.0,56.45,251,049_stegosaurus_image_0002_moderate_noise.jpg,DEGRADED
300,188,1.5957,10275.08,208.34,61.98,23.85,61.98,252,049_stegosaurus_image_0002_overexposed.jpg,DEGRADED
300,188,1.5957,1936.84,93.37,35.76,10.74,35.76,164,049_stegosaurus_image_0002_underexposed.jpg,DEGRADED
398,168,2.369,541.39,150.44,42.78,7.28,42.78,237,050_airplanes_image_0644_compressed.jpg,DEGRADED
398,168,2.369,15.42,150.42,40.56,1.7,40.56,214,050_airplanes_image_0644_moderate_blur.jpg,DEGRADED
398,168,2.369,2697.3,149.43,42.9,11.67,42.9,244,050_airplanes_image_0644_moderate_noise.jpg,DEGRADED
398,168,2.369,724.67,222.64,40.28,7.72,40.28,213,050_airplanes_image_0644_overexposed.jpg,DEGRADED
398,168,2.369,225.2,94.73,27.19,4.64,27.19,150,050_airplanes_image_0644_underexposed.jpg,DEGRADED
152,140,1.0857,6107.14,165.15,99.9,16.41,99.9,213,051_BACKGROUND_Google_image_0360_compressed.jpg,DEGRADED
152,140,1.0857,43.5,165.28,97.74,2.9,97.74,245,051_BACKGROUND_Google_image_0360_moderate_blur.jpg,DEGRADED
152,140,1.0857,9211.4,162.85,96.69,19.13,96.69,183,051_BACKGROUND_Google_image_0360_moderate_noise.jpg,DEGRADED
152,140,1.0857,15745.87,176.71,91.42,22.02,91.42,208,051_BACKGROUND_Google_image_0360_overexposed.jpg,DEGRADED
152,140,1.0857,3841.11,109.08,66.83,12.27,66.83,113,051_BACKGROUND_Google_image_0360_underexposed.jpg,DEGRADED
300,242,1.2397,293.93,129.94,17.37,5.44,17.37,202,052_platypus_image_0017_compressed.jpg,DEGRADED
300,242,1.2397,10.94,129.94,14.33,1.34,14.33,151,052_platypus_image_0017_moderate_blur.jpg,DEGRADED
300,242,1.2397,1715.52,129.43,19.29,9.4,19.29,202,052_platypus_image_0017_moderate_noise.jpg,DEGRADED
300,242,1.2397,683.2,170.84,22.74,7.91,22.74,218,052_platypus_image_0017_overexposed.jpg,DEGRADED
300,242,1.2397,142.81,72.96,10.0,3.58,10.0,120,052_platypus_image_0017_underexposed.jpg,DEGRADED
550,363,1.5152,740.92,129.29,43.91,8.44,43.91,254,053_Faces_image_0245_compressed.jpg,DEGRADED
550,363,1.5152,18.39,129.38,41.38,1.81,41.38,240,053_Faces_image_0245_moderate_blur.jpg,DEGRADED
550,363,1.5152,2659.72,128.77,44.91,12.34,44.91,256,053_Faces_image_0245_moderate_noise.jpg,DEGRADED
550,363,1.5152,1715.57,166.08,53.38,11.88,53.38,255,053_Faces_image_0245_overexposed.jpg,DEGRADED
550,363,1.5152,237.2,60.32,20.8,4.49,20.8,122,053_Faces_image_0245_underexposed.jpg,DEGRADED
300,225,1.3333,777.35,62.77,59.65,8.82,59.65,256,054_wild_cat_image_0014_compressed.jpg,DEGRADED
300,225,1.3333,83.19,62.72,57.24,3.86,57.24,247,054_wild_cat_image_0014_moderate_blur.jpg,DEGRADED
300,225,1.3333,1980.68,63.01,59.4,11.05,59.4,255,054_wild_cat_image_0014_moderate_noise.jpg,DEGRADED
300,225,1.3333,1214.29,83.4,77.69,10.81,77.69,256,054_wild_cat_image_0014_overexposed.jpg,DEGRADED
300,225,1.3333,152.73,28.11,27.1,3.92,27.1,118,054_wild_cat_image_0014_underexposed.jpg,DEGRADED
300,219,1.3699,1036.03,119.15,55.48,9.15,55.48,237,055_rhino_image_0025_compressed.jpg,DEGRADED
300,219,1.3699,44.1,119.11,53.63,2.71,53.63,178,055_rhino_image_0025_moderate_blur.jpg,DEGRADED
300,219,1.3699,3489.72,118.65,56.26,13.28,56.26,240,055_rhino_image_0025_moderate_noise.jpg,DEGRADED
300,219,1.3699,2194.55,173.21,67.27,12.88,67.27,252,055_rhino_image_0025_overexposed.jpg,DEGRADED
300,219,1.3699,498.19,81.8,38.21,6.21,38.21,158,055_rhino_image_0025_underexposed.jpg,DEGRADED
300,289,1.0381,4138.85,180.6,90.22,18.82,90.22,256,056_wheelchair_image_0004_compressed.jpg,DEGRADED
300,289,1.0381,102.54,180.9,83.14,4.49,83.14,243,056_wheelchair_image_0004_moderate_blur.jpg,DEGRADED
300,289,1.0381,6718.78,177.68,88.75,21.48,88.75,256,056_wheelchair_image_0004_moderate_noise.jpg,DEGRADED
300,289,1.0381,7349.05,193.46,85.56,23.12,85.56,256,056_wheelchair_image_0004_overexposed.jpg,DEGRADED
300,289,1.0381,2244.43,113.31,57.24,12.98,57.24,169,056_wheelchair_image_0004_underexposed.jpg,DEGRADED
300,300,1.0,3694.36,185.14,85.35,16.62,85.35,256,057_inline_skate_image_0016_compressed.jpg,DEGRADED
300,300,1.0,35.22,185.24,79.77,2.63,79.77,249,057_inline_skate_image_0016_moderate_blur.jpg,DEGRADED
300,300,1.0,6916.05,181.1,83.24,19.97,83.24,256,057_inline_skate_image_0016_moderate_noise.jpg,DEGRADED
300,300,1.0,8207.55,203.76,75.84,22.43,75.84,256,057_inline_skate_image_0016_overexposed.jpg,DEGRADED
300,300,1.0,1594.52,98.77,45.99,10.01,45.99,143,057_inline_skate_image_0016_underexposed.jpg,DEGRADED
300,221,1.3575,4505.16,77.49,64.87,17.2,64.87,256,058_okapi_image_0004_compressed.jpg,DEGRADED
300,221,1.3575,38.15,77.34,59.89,2.61,59.89,238,058_okapi_image_0004_moderate_blur.jpg,DEGRADED
300,221,1.3575,8555.24,78.08,65.02,20.94,65.02,255,058_okapi_image_0004_moderate_noise.jpg,DEGRADED
300,221,1.3575,10155.85,113.91,90.97,23.98,90.97,256,058_okapi_image_0004_overexposed.jpg,DEGRADED
300,221,1.3575,2714.99,50.37,43.03,12.39,43.03,170,058_okapi_image_0004_underexposed.jpg,DEGRADED
225,300,0.75,142.38,176.82,53.08,3.99,53.08,256,059_ewer_image_0052_compressed.jpg,DEGRADED
225,300,0.75,11.01,176.73,51.86,1.41,51.86,255,059_ewer_image_0052_moderate_blur.jpg,DEGRADED
225,300,0.75,2022.27,176.07,53.3,9.49,53.3,256,059_ewer_image_0052_moderate_noise.jpg,DEGRADED
225,300,0.75,268.04,225.04,56.23,5.18,56.23,256,059_ewer_image_0052_overexposed.jpg,DEGRADED
225,300,0.75,69.12,111.31,33.58,2.69,33.58,163,059_ewer_image_0052_underexposed.jpg,DEGRADED
300,287,1.0453,571.25,103.56,61.2,7.46,61.2,242,060_sea_horse_image_0049_compressed.jpg,DEGRADED
300,287,1.0453,21.93,103.54,59.49,1.95,59.49,219,060_sea_horse_image_0049_moderate_blur.jpg,DEGRADED
